Player,Assister,Make,AvgPoints,Age,AvgBLK,AvgSTL,AvgAST,Avg3points,Team
HarrisonBarnes,Corey Brewer,2,9.2,32,0.15,0.7,1.55,0.3705,SAC
BogdanBogdanović,Alec Burks,1,7.9,27,0.15,0.8,2.3,0.18,SAC
YogiFerrell,Alec Burks,1,3.8,27,0.1,0.55,1.35,0.181,SAC
YogiFerrell,Buddy Hield,2,13.3,26,0.25,0.6,2.2,0.3945,SAC
JustinJackson,Harry Giles,5,6.85,20,0.35,0.45,1.4,0.173,SAC
CoreyBrewer,Nemanja Bjelica,1,6.85,30,0.45,0.75,1.55,0.367,SAC
De'AaronFox,Marvin Bagley III,2,16.1,19,0.8,1.05,4.15,0.342,SAC
HarrisonBarnes,Harry Giles,3,10.65,20,0.25,0.55,1.7,0.204,SAC
AlecBurks,Harry Giles,1,4.35,20,0.25,0.55,1.15,0,SAC
NemanjaBjelica,Harry Giles,3,8.3,20,0.55,0.6,1.7,0.2005,SAC
HarryGiles,Nemanja Bjelica,4,8.3,30,0.55,0.6,1.7,0.2005,SAC
NemanjaBjelica,Kosta Koufos,1,6.65,29,0.55,0.55,1.4,,SAC
BuddyHield,Ben McLemore,1,12.3,25,0.3,0.5,1.35,0.421,SAC
BuddyHield,Troy Williams,1,13,24,0.4,0.6,1.5,0.3725,SAC
YogiFerrell,Skal Labissière,1,4.35,22,0.15,0.35,1.2,0.363,SAC
SkalLabissière,De'Aaron Fox,1,10.05,21,0.4,0.9,3.9,0.3675,SAC
JustinJackson,Iman Shumpert,2,7.35,28,0.3,0.7,1.5,0.3515,SAC
JustinJackson,Iman Shumpert,2,7.8,28,0.4,0.75,1.75,0.356,SAC
TroyWilliams,Justin Jackson,1,6,23,0.35,0.45,0.9,0.332,SAC
TroyWilliams,Ben McLemore,1,4.6,25,0.3,0.4,0.35,0.3665,SAC
CoreyBrewer,Kosta Koufos,1,3.9,29,0.3,0.6,1.05,,SAC
HarrisonBarnes,Marvin Bagley III,1,14.6,19,0.55,0.55,1.45,0.3605,SAC
HarryGiles,Ben McLemore,1,5.45,25,0.3,0.4,0.85,0.2075,SAC
ImanShumpert,Marvin Bagley III,1,11.9,19,0.75,0.8,1.6,0.3395,SAC
HarryGiles,Alec Burks,1,4.35,27,0.25,0.55,1.15,0,SAC
BuddyHield,Corey Brewer,1,12.4,32,0.3,0.75,1.85,0.38,SAC
AlecBurks,Yogi Ferrell,2,3.8,25,0.1,0.55,1.35,0.181,SAC
HarryGiles,Corey Brewer,5,5.55,32,0.3,0.65,1.35,0.1665,SAC
NemanjaBjelica,Corey Brewer,1,6.85,32,0.45,0.75,1.55,0.367,SAC
AlecBurks,Corey Brewer,1,6.85,32,0.25,0.8,1.65,0.3405,SAC
AlecBurks,Corey Brewer,1,2.9,32,0.15,0.7,1,0.1665,SAC
LaMarcusAldridge,Marco Belinelli,21,15.9,32,0.7,0.45,2.05,0.305,SAS
PattyMills,DeMar DeRozan,43,15.55,29,0.3,0.85,4.6,0.275,SAS
LaMarcusAldridge,Derrick White,88,15.6,24,1,0.75,3.15,0.288,SAS
RudyGay,LaMarcus Aldridge,26,17.5,33,0.9,0.65,2.5,0.32,SAS
BrynForbes,Patty Mills,29,10.85,30,0.05,0.55,2.55,0.41,SAS
DerrickWhite,DeMar DeRozan,39,15.55,29,0.6,1.05,5.05,0.247,SAS
DeMarDeRozan,Rudy Gay,23,17.45,32,0.5,0.95,4.4,0.279,SAS
BrynForbes,Derrick White,34,10.85,24,0.35,0.75,3,0.382,SAS
MarcoBelinelli,Dāvis Bertāns,16,9.25,26,0.25,0.45,1.5,0.4005,SAS
RudyGay,DeMar DeRozan,54,17.45,29,0.5,0.95,4.4,0.279,SAS
LaMarcusAldridge,Rudy Gay,55,17.5,32,0.9,0.65,2.5,0.32,SAS
BrynForbes,DeMar DeRozan,83,16.5,29,0.25,0.8,4.15,0.291,SAS
BrynForbes,Jakob Poeltl,13,8.65,23,0.45,0.45,1.65,,SAS
DāvisBertāns,Bryn Forbes,17,9.9,25,0.2,0.5,1.7,0.4275,SAS
MarcoBelinelli,Jakob Poeltl,19,8,23,0.5,0.4,1.45,,SAS
DāvisBertāns,Patty Mills,37,8.95,30,0.25,0.55,2.15,0.4115,SAS
RudyGay,Bryn Forbes,25,12.75,25,0.25,0.65,2.35,0.414,SAS
DeMarDeRozan,Bryn Forbes,27,16.5,25,0.25,0.8,4.15,0.291,SAS
RudyGay,Derrick White,24,11.8,24,0.6,0.9,3.25,0.37,SAS
LaMarcusAldridge,Dāvis Bertāns,15,14.65,26,0.85,0.5,1.85,0.3335,SAS
LaMarcusAldridge,Bryn Forbes,43,16.55,25,0.65,0.5,2.25,0.332,SAS
LaMarcusAldridge,Patty Mills,39,15.6,30,0.7,0.55,2.7,0.316,SAS
BrynForbes,Rudy Gay,21,12.75,32,0.25,0.65,2.35,0.414,SAS
DerrickWhite,Bryn Forbes,17,10.85,25,0.35,0.75,3,0.382,SAS
DāvisBertāns,DeMar DeRozan,47,14.6,29,0.45,0.8,3.75,0.2925,SAS
PattyMills,LaMarcus Aldridge,21,15.6,33,0.7,0.55,2.7,0.316,SAS
PattyMills,Marco Belinelli,17,10.2,32,0.1,0.5,2.35,0.383,SAS
LaMarcusAldridge,DeMar DeRozan,120,21.25,29,0.9,0.8,4.3,0.197,SAS
DeMarDeRozan,Jakob Poeltl,8,13.35,23,0.7,0.75,3.7,,SAS
DeMarDeRozan,Patty Mills,23,15.55,30,0.3,0.85,4.6,0.275,SAS
DāvisBertāns,Rudy Gay,13,10.85,32,0.45,0.65,1.95,0.4155,SAS
MarcoBelinelli,LaMarcus Aldridge,27,15.9,33,0.7,0.45,2.05,0.305,SAS
MarcoBelinelli,Patty Mills,54,10.2,30,0.1,0.5,2.35,0.383,SAS
DeMarDeRozan,LaMarcus Aldridge,43,21.25,33,0.9,0.8,4.3,0.197,SAS
DāvisBertāns,Marco Belinelli,31,9.25,32,0.25,0.45,1.5,0.4005,SAS
DerrickWhite,Jakob Poeltl,14,7.7,23,0.8,0.7,2.55,,SAS
BrynForbes,LaMarcus Aldridge,34,16.55,33,0.65,0.5,2.25,0.332,SAS
DerrickWhite,Dante Cunningham,5,6.45,31,0.45,0.7,2.35,0.4,SAS
RudyGay,Patty Mills,22,11.8,30,0.3,0.7,2.8,0.398,SAS
PattyMills,Rudy Gay,26,11.8,32,0.3,0.7,2.8,0.398,SAS
DāvisBertāns,Derrick White,23,8.95,24,0.55,0.75,2.6,0.3835,SAS
PattyMills,Jakob Poeltl,14,7.7,23,0.5,0.5,2.1,,SAS
DerrickWhite,Quincy Pondexter,3,5.85,30,0.35,0.6,2.2,0.3355,SAS
DanteCunningham,Derrick White,4,6.45,24,0.45,0.7,2.35,0.4,SAS
MarcoBelinelli,Derrick White,15,10.2,24,0.4,0.7,2.8,0.355,SAS
PauGasol,Marco Belinelli,5,7.35,32,0.3,0.3,1.8,0.436,SAS
BrynForbes,Dāvis Bertāns,10,9.9,26,0.2,0.5,1.7,0.4275,SAS
DanteCunningham,Drew Eubanks,2,2.4,21,0.2,0.25,0.55,,SAS
DanteCunningham,Jakob Poeltl,5,4.25,23,0.55,0.4,1,,SAS
MarcoBelinelli,DeMar DeRozan,44,15.85,29,0.3,0.75,3.95,0.264,SAS
DerrickWhite,Marco Belinelli,4,10.2,32,0.4,0.7,2.8,0.355,SAS
RudyGay,Marco Belinelli,11,12.1,32,0.3,0.6,2.15,0.387,SAS
DanteCunningham,Patty Mills,6,6.45,30,0.15,0.5,1.9,0.428,SAS
DerrickWhite,Patty Mills,4,9.9,30,0.4,0.8,3.45,0.366,SAS
MarcoBelinelli,Rudy Gay,17,12.1,32,0.3,0.6,2.15,0.387,SAS
MarcoBelinelli,Bryn Forbes,18,11.15,25,0.05,0.45,1.9,0.399,SAS
DāvisBertāns,Jakob Poeltl,6,6.75,23,0.65,0.45,1.25,,SAS
DerrickWhite,LaMarcus Aldridge,22,15.6,33,1,0.75,3.15,0.288,SAS
PauGasol,Rudy Gay,2,8.95,32,0.5,0.5,2.25,0.451,SAS
DeMarDeRozan,Marco Belinelli,6,15.85,32,0.3,0.75,3.95,0.264,SAS
PattyMills,Pau Gasol,8,7.05,38,0.3,0.4,2.45,0.447,SAS
PauGasol,Derrick White,5,7.05,24,0.6,0.6,2.9,0.419,SAS
PattyMills,Dāvis Bertāns,21,8.95,26,0.25,0.55,2.15,0.4115,SAS
DerrickWhite,Pau Gasol,4,7.05,38,0.6,0.6,2.9,0.419,SAS
DāvisBertāns,LaMarcus Aldridge,12,14.65,33,0.85,0.5,1.85,0.3335,SAS
DeMarDeRozan,Derrick White,26,15.55,24,0.6,1.05,5.05,0.247,SAS
BrynForbes,Dante Cunningham,8,7.4,31,0.1,0.45,1.45,0.444,SAS
DanteCunningham,DeMar DeRozan,17,12.1,29,0.35,0.75,3.5,0.309,SAS
DanteCunningham,LaMarcus Aldridge,5,12.15,33,0.75,0.45,1.6,0.35,SAS
DanteCunningham,Marco Belinelli,6,6.75,32,0.15,0.4,1.25,0.417,SAS
BrynForbes,Marco Belinelli,9,11.15,32,0.05,0.45,1.9,0.399,SAS
PattyMills,Dante Cunningham,6,6.45,31,0.15,0.5,1.9,0.428,SAS
RudyGay,Dante Cunningham,6,8.35,31,0.35,0.6,1.7,0.432,SAS
ChimezieMetu,Derrick White,4,5.85,24,0.4,0.6,2.15,0.169,SAS
BrynForbes,Quincy Pondexter,2,6.8,30,0,0.35,1.3,0.3795,SAS
DanteCunningham,Bryn Forbes,2,7.4,25,0.1,0.45,1.45,0.444,SAS
QuincyPondexter,Marco Belinelli,3,6.15,32,0.05,0.3,1.1,0.3525,SAS
LaMarcusAldridge,Jakob Poeltl,5,13.4,23,1.1,0.45,1.8,,SAS
DāvisBertāns,Quincy Pondexter,2,4.9,30,0.2,0.35,0.9,0.381,SAS
QuincyPondexter,Derrick White,5,5.85,24,0.35,0.6,2.2,0.3355,SAS
DerrickWhite,Chimezie Metu,2,5.85,21,0.4,0.6,2.15,0.169,SAS
DerrickWhite,Rudy Gay,10,11.8,32,0.6,0.9,3.25,0.37,SAS
ChimezieMetu,Marco Belinelli,1,6.15,32,0.1,0.3,1.05,0.186,SAS
ChimezieMetu,Quincy Pondexter,5,1.8,30,0.05,0.2,0.45,0.1665,SAS
DeMarDeRozan,Dāvis Bertāns,12,14.6,26,0.45,0.8,3.75,0.2925,SAS
BrynForbes,Chimezie Metu,1,6.8,21,0.05,0.35,1.25,0.213,SAS
PattyMills,Derrick White,2,9.9,24,0.4,0.8,3.45,0.366,SAS
MarcoBelinelli,Dante Cunningham,2,6.75,31,0.15,0.4,1.25,0.417,SAS
LonnieWalker,Patty Mills,3,6.25,30,0.15,0.5,1.75,0.3895,SAS
PattyMills,Lonnie Walker,2,6.25,20,0.15,0.5,1.75,0.3895,SAS
DeMarDeRozan,Drew Eubanks,1,11.5,21,0.35,0.6,3.25,,SAS
RudyGay,Dāvis Bertāns,9,10.85,26,0.45,0.65,1.95,0.4155,SAS
DāvisBertāns,Dante Cunningham,2,5.5,31,0.3,0.45,1.05,0.4455,SAS
LonnieWalker,Dāvis Bertāns,2,5.3,26,0.3,0.45,0.9,0.407,SAS
QuincyPondexter,Donatas Motiejūnas,1,1.9,28,0.15,0.1,0.4,,SAS
PattyMills,Bryn Forbes,9,10.85,25,0.05,0.55,2.55,0.41,SAS
QuincyPondexter,Bryn Forbes,3,6.8,25,0,0.35,1.3,0.3795,SAS
LaMarcusAldridge,Dante Cunningham,9,12.15,31,0.75,0.45,1.6,0.35,SAS
DanteCunningham,Chimezie Metu,1,2.4,21,0.15,0.3,0.6,0.231,SAS
RudyGay,Jakob Poeltl,6,9.6,23,0.7,0.6,1.9,,SAS
BrynForbes,Pau Gasol,5,8,38,0.25,0.35,2,0.463,SAS
QuincyPondexter,Chimezie Metu,1,1.8,21,0.05,0.2,0.45,0.1665,SAS
QuincyPondexter,Lonnie Walker,1,2.2,20,0.1,0.3,0.5,0.359,SAS
LaMarcusAldridge,Pau Gasol,10,12.75,38,0.9,0.35,2.15,0.369,SAS
PauGasol,Bryn Forbes,4,8,25,0.25,0.35,2,0.463,SAS
MarcoBelinelli,Pau Gasol,14,7.35,38,0.3,0.3,1.8,0.436,SAS
LonnieWalker,Pau Gasol,1,3.4,38,0.35,0.3,1.2,0.4425,SAS
DerrickWhite,Lonnie Walker,1,6.25,20,0.45,0.7,2.2,0.3615,SAS
QuincyPondexter,Dante Cunningham,1,2.4,31,0.1,0.3,0.65,0.3975,SAS
QuincyPondexter,Jakob Poeltl,3,3.65,23,0.45,0.3,0.85,,SAS
DeMarDeRozan,Pau Gasol,6,12.7,38,0.5,0.65,4.05,0.328,SAS
QuincyPondexter,Rudy Gay,2,7.75,32,0.25,0.5,1.55,0.3675,SAS
PauGasol,Patty Mills,3,7.05,30,0.3,0.4,2.45,0.447,SAS
DanteCunningham,Quincy Pondexter,3,2.4,30,0.1,0.3,0.65,0.3975,SAS
DerrickWhite,Drew Eubanks,1,5.85,21,0.45,0.55,2.1,,SAS
MarcoBelinelli,Chimezie Metu,2,6.15,21,0.1,0.3,1.05,0.186,SAS
DanteCunningham,Rudy Gay,3,8.35,32,0.35,0.6,1.7,0.432,SAS
LonnieWalker,Marco Belinelli,1,6.55,32,0.15,0.4,1.1,0.3785,SAS
DerrickWhite,Dāvis Bertāns,5,8.95,26,0.55,0.75,2.6,0.3835,SAS
PattyMills,Quincy Pondexter,1,5.85,30,0.05,0.4,1.75,0.3635,SAS
RudyGay,Pau Gasol,1,8.95,38,0.5,0.5,2.25,0.451,SAS
DeMarDeRozan,Dante Cunningham,4,12.1,31,0.35,0.75,3.5,0.309,SAS
DāvisBertāns,Pau Gasol,1,6.1,38,0.45,0.35,1.6,0.4645,SAS
PauGasol,Dāvis Bertāns,3,6.1,26,0.45,0.35,1.6,0.4645,SAS
PauGasol,LaMarcus Aldridge,1,12.75,33,0.9,0.35,2.15,0.369,SAS
ChimezieMetu,Bryn Forbes,1,6.8,25,0.05,0.35,1.25,0.213,SAS
DāvisBertāns,Chimezie Metu,1,4.9,21,0.25,0.35,0.85,0.2145,SAS
MarcoBelinelli,Quincy Pondexter,2,6.15,30,0.05,0.3,1.1,0.3525,SAS
QuincyPondexter,DeMar DeRozan,1,11.5,29,0.25,0.65,3.35,0.2445,SAS
PauGasol,DeMar DeRozan,5,12.7,29,0.5,0.65,4.05,0.328,SAS
DanteCunningham,Dāvis Bertāns,1,5.5,26,0.3,0.45,1.05,0.4455,SAS
PauGasol,Dante Cunningham,1,3.6,31,0.35,0.3,1.35,0.481,SAS
RudyGay,Quincy Pondexter,1,7.75,30,0.25,0.5,1.55,0.3675,SAS
BrynForbes,Drew Eubanks,1,6.8,21,0.1,0.3,1.2,,SAS
MarcoBelinelli,Drew Eubanks,1,6.15,21,0.15,0.25,1,,SAS
ChimezieMetu,Lonnie Walker,1,2.2,20,0.15,0.3,0.45,0.1925,SAS
ChrisBoucher,Norman Powell,3,5.95,25,0.55,0.45,0.8,0.362,TOR
OGAnunoby,Chris Boucher,1,5.15,26,0.6,0.45,0.4,0.328,TOR
MalcolmMiller,Chris Boucher,1,3.4,26,0.5,0.15,0.1,0.4,TOR
JordanLoyd,Jeremy Lin,1,4.7,30,0.15,0.2,1.35,0.35,TOR
JodieMeeks,Jeremy Lin,5,6.7,30,0.2,0.25,1.6,0.322,TOR
JodieMeeks,Norman Powell,2,7.5,25,0.15,0.4,1.25,0.422,TOR
OGAnunoby,Jeremy Lin,5,7,30,0.3,0.55,1.45,0.266,TOR
ChrisBoucher,Jeremy Lin,3,5.15,30,0.6,0.3,1.15,0.262,TOR
ChrisBoucher,Jodie Meeks,3,4.85,31,0.5,0.15,0.55,0.384,TOR
NormanPowell,OG Anunoby,7,7.8,21,0.25,0.7,1.1,0.366,TOR
NormanPowell,Fred VanVleet,30,9.8,24,0.25,0.8,3.15,0.389,TOR
ChrisBoucher,OG Anunoby,2,5.15,21,0.6,0.45,0.4,0.328,TOR
ChrisBoucher,Pascal Siakam,2,10.1,24,0.8,0.55,1.6,0.3465,TOR
FredVanVleet,Marc Gasol,4,10.05,34,0.6,0.9,4.35,0.41,TOR
NormanPowell,Danny Green,3,9.45,31,0.45,0.8,1.55,0.4275,TOR
FredVanVleet,Kawhi Leonard,13,18.8,27,0.35,1.35,4.05,0.3745,TOR
MarcGasol,Fred VanVleet,10,10.05,24,0.6,0.9,4.35,0.41,TOR
FredVanVleet,Danny Green,14,10.65,31,0.5,0.9,3.2,0.4165,TOR
PascalSiakam,Danny Green,27,13.6,31,0.7,0.9,2.35,0.412,TOR
DannyGreen,Fred VanVleet,30,10.65,24,0.5,0.9,3.2,0.4165,TOR
KawhiLeonard,Danny Green,23,18.45,31,0.55,1.35,2.45,0.413,TOR
DelonWright,C.J. Miles,3,7.55,31,0.35,0.85,2,0.314,TOR
DelonWright,C.J. Miles,3,6.2,31,0.3,0.7,1.4,0.3235,TOR
DelonWright,C.J. Miles,3,10.75,31,0.5,1.1,3.2,0.31,TOR
GregMonroe,Delon Wright,5,7,26,0.3,0.75,1.95,0.249,TOR
GregMonroe,Delon Wright,5,5.85,26,0.25,0.6,1.3,0.1665,TOR
SergeIbaka,Fred VanVleet,70,13,24,0.85,0.65,3.05,0.334,TOR
C.J.Miles,Greg Monroe,2,5.85,28,0.25,0.4,0.65,0.265,TOR
C.J.Miles,Greg Monroe,2,5.15,28,0.25,0.4,0.5,0.157,TOR
C.J.Miles,Norman Powell,5,7.05,25,0.25,0.6,1.05,0.357,TOR
GregMonroe,Fred VanVleet,7,7.9,24,0.25,0.6,2.6,0.189,TOR
SergeIbaka,Danny Green,29,12.65,31,1.05,0.65,1.45,0.3725,TOR
PascalSiakam,Fred VanVleet,46,13.95,24,0.5,0.9,3.95,0.3735,TOR
NormanPowell,Delon Wright,16,7.75,26,0.25,0.8,1.85,0.3665,TOR
KawhiLeonard,Serge Ibaka,14,20.8,29,0.9,1.1,2.3,0.3305,TOR
PatrickMcCaw,OG Anunoby,1,4.85,21,0.2,0.75,0.85,0.3325,TOR
MarcGasol,Norman Powell,10,8.85,25,0.55,0.8,2.7,0.421,TOR
MarcGasol,JaMychal Green,11,11.5,28,0.8,0.9,2.6,0.383,TOR
MarcGasol,JaMychal Green,11,12.75,28,0.9,0.95,2.8,0.37,TOR
MarcGasol,Danny Green,11,9.7,31,0.8,0.9,2.75,0.4485,TOR
KyleLowry,Kawhi Leonard,23,20.4,27,0.45,1.6,6,0.359,TOR
SergeIbaka,Kawhi Leonard,36,20.8,27,0.9,1.1,2.3,0.3305,TOR
C.J.Miles,Fred VanVleet,13,8.25,24,0.3,0.7,2.7,0.346,TOR
ChrisBoucher,Fred VanVleet,2,7.15,24,0.6,0.55,2.45,0.351,TOR
C.J.Miles,Delon Wright,15,7.55,26,0.35,0.85,2,0.314,TOR
C.J.Miles,Delon Wright,15,6.2,26,0.3,0.7,1.4,0.3235,TOR
C.J.Miles,Delon Wright,15,10.75,26,0.5,1.1,3.2,0.31,TOR
ChrisBoucher,Patrick McCaw,2,3,23,0.5,0.5,0.55,0.3285,TOR
SergeIbaka,Pascal Siakam,46,15.95,24,1.05,0.65,2.2,0.3295,TOR
DannyGreen,Kawhi Leonard,40,18.45,27,0.55,1.35,2.45,0.413,TOR
KyleLowry,Pascal Siakam,36,15.55,24,0.6,1.15,5.9,0.358,TOR
PascalSiakam,Kawhi Leonard,47,21.75,27,0.55,1.35,3.2,0.37,TOR
NormanPowell,Pascal Siakam,11,12.75,24,0.45,0.8,2.3,0.3845,TOR
KyleLowry,Serge Ibaka,16,14.6,29,0.95,0.9,5,0.3185,TOR
PascalSiakam,Kyle Lowry,104,15.55,32,0.6,1.15,5.9,0.358,TOR
SergeIbaka,Kyle Lowry,140,14.6,32,0.95,0.9,5,0.3185,TOR
SergeIbaka,Norman Powell,15,11.8,25,0.8,0.55,1.4,0.345,TOR
PascalSiakam,OG Anunoby,6,11.95,21,0.5,0.8,1.9,0.3505,TOR
FredVanVleet,Norman Powell,6,9.8,25,0.25,0.8,3.15,0.389,TOR
DelonWright,Serge Ibaka,4,10.95,29,0.85,0.65,1.75,0.3115,TOR
KawhiLeonard,Kyle Lowry,63,20.4,32,0.45,1.6,6,0.359,TOR
DannyGreen,Kyle Lowry,78,12.25,32,0.6,1.15,5.15,0.401,TOR
DannyGreen,Marc Gasol,14,9.7,34,0.8,0.9,2.75,0.4485,TOR
KyleLowry,Marc Gasol,16,11.65,34,0.7,1.15,6.3,0.3945,TOR
OGAnunoby,Kyle Lowry,24,10.6,32,0.4,1.05,4.7,0.3395,TOR
JeremyLin,Kyle Lowry,4,10.6,32,0.4,0.9,5.45,0.2735,TOR
OGAnunoby,Serge Ibaka,7,11,29,0.85,0.55,1,0.311,TOR
PascalSiakam,Jeremy Lin,7,11.95,30,0.5,0.65,2.65,0.2845,TOR
OGAnunoby,Pascal Siakam,11,11.95,24,0.5,0.8,1.9,0.3505,TOR
NormanPowell,Marc Gasol,17,8.85,34,0.55,0.8,2.7,0.421,TOR
KawhiLeonard,Pascal Siakam,45,21.75,24,0.55,1.35,3.2,0.37,TOR
PascalSiakam,Serge Ibaka,17,15.95,29,1.05,0.65,2.2,0.3295,TOR
MarcGasol,Kawhi Leonard,4,17.85,27,0.65,1.35,3.6,0.4065,TOR
JeremyLin,Marc Gasol,3,11.6,34,0.65,0.85,3.75,0.3285,TOR
JeremyLin,Pau Gasol,3,6.75,38,0.35,0.4,2.4,0.378,TOR
JeremyLin,Marc Gasol,3,8.05,34,0.6,0.65,3.05,0.321,TOR
SergeIbaka,Jeremy Lin,13,11,30,0.85,0.4,1.75,0.245,TOR
OGAnunoby,Patrick McCaw,6,4.85,23,0.2,0.75,0.85,0.3325,TOR
DannyGreen,Pascal Siakam,40,13.6,24,0.7,0.9,2.35,0.412,TOR
PatrickMcCaw,Marc Gasol,1,8.1,34,0.6,0.95,2.7,0.342,TOR
PatrickMcCaw,Pau Gasol,1,3.25,38,0.3,0.5,1.35,0.3915,TOR
PatrickMcCaw,Marc Gasol,1,5.9,34,0.5,0.85,2.45,0.3875,TOR
NormanPowell,Patrick McCaw,6,5.65,23,0.15,0.75,1.25,0.3665,TOR
PascalSiakam,Marc Gasol,15,13,34,0.8,0.9,3.5,0.4055,TOR
OGAnunoby,Norman Powell,8,7.8,25,0.25,0.7,1.1,0.366,TOR
NormanPowell,Kyle Lowry,19,11.4,32,0.35,1.05,5.1,0.3735,TOR
OGAnunoby,Marc Gasol,5,8.05,34,0.6,0.8,2.3,0.387,TOR
PascalSiakam,Norman Powell,11,12.75,25,0.45,0.8,2.3,0.3845,TOR
DannyGreen,Jeremy Lin,2,8.65,30,0.5,0.65,1.9,0.3275,TOR
NormanPowell,Greg Monroe,2,6.7,28,0.2,0.5,0.95,0.2,TOR
DelonWright,Fred VanVleet,16,8.95,24,0.3,0.9,3.5,0.3555,TOR
KawhiLeonard,Delon Wright,8,16.75,26,0.35,1.35,2.75,0.352,TOR
DelonWright,Pascal Siakam,6,11.9,24,0.5,0.9,2.65,0.351,TOR
FredVanVleet,Pascal Siakam,23,13.95,24,0.5,0.9,3.95,0.3735,TOR
GregMonroe,C.J. Miles,1,5.85,31,0.25,0.4,0.65,0.265,TOR
GregMonroe,C.J. Miles,1,5.15,31,0.25,0.4,0.5,0.157,TOR
KyleLowry,Delon Wright,5,10.55,26,0.4,1.15,5.45,0.34,TOR
FredVanVleet,Kyle Lowry,27,12.6,32,0.4,1.15,6.75,0.3625,TOR
KyleLowry,Fred VanVleet,23,12.6,24,0.4,1.15,6.75,0.3625,TOR
OGAnunoby,Kawhi Leonard,12,16.8,27,0.35,1.25,2,0.3515,TOR
KawhiLeonard,Fred VanVleet,18,18.8,24,0.35,1.35,4.05,0.3745,TOR
KyleLowry,Norman Powell,5,11.4,25,0.35,1.05,5.1,0.3735,TOR
OGAnunoby,Delon Wright,11,6.95,26,0.3,0.8,1.45,0.3325,TOR
GregMonroe,Kyle Lowry,8,9.5,32,0.35,0.85,4.55,0.1735,TOR
OGAnunoby,Greg Monroe,2,5.9,28,0.25,0.5,0.55,0.166,TOR
OGAnunoby,Fred VanVleet,21,9,24,0.3,0.8,2.75,0.355,TOR
GregMonroe,OG Anunoby,5,5.9,21,0.25,0.5,0.55,0.166,TOR
KyleLowry,Greg Monroe,1,9.5,28,0.35,0.85,4.55,0.1735,TOR
PatrickMcCaw,Norman Powell,1,5.65,25,0.15,0.75,1.25,0.3665,TOR
DelonWright,Patrick McCaw,1,5.65,23,0.25,1,2.15,0.3095,TOR
DelonWright,Patrick McCaw,1,4.8,23,0.2,0.85,1.6,0.333,TOR
ChrisBoucher,Delon Wright,5,5.1,26,0.6,0.55,1.15,0.3285,TOR
MalachiRichardson,Jordan Loyd,1,1.9,25,0,0,0.25,0.41,TOR
C.J.Miles,Kyle Lowry,10,9.85,32,0.4,0.95,4.65,0.3305,TOR
KyleLowry,C.J. Miles,1,9.85,31,0.4,0.95,4.65,0.3305,TOR
ChrisBoucher,Kyle Lowry,2,8.75,32,0.7,0.8,4.4,0.3355,TOR
PascalSiakam,Patrick McCaw,1,9.8,23,0.4,0.85,2.05,0.351,TOR
DannyGreen,Serge Ibaka,14,12.65,29,1.05,0.65,1.45,0.3725,TOR
DannyGreen,Norman Powell,7,9.45,25,0.45,0.8,1.55,0.4275,TOR
C.J.Miles,Patrick McCaw,1,4.5,23,0.2,0.65,0.85,0.3255,TOR
C.J.Miles,Patrick McCaw,1,4.1,23,0.2,0.65,0.8,0.3235,TOR
DelonWright,Greg Monroe,3,7,28,0.3,0.75,1.95,0.249,TOR
DelonWright,Greg Monroe,3,5.85,28,0.25,0.6,1.3,0.1665,TOR
KawhiLeonard,Norman Powell,4,17.6,25,0.3,1.25,2.4,0.3855,TOR
KawhiLeonard,Marc Gasol,20,17.85,34,0.65,1.35,3.6,0.4065,TOR
JeremyLin,Kawhi Leonard,4,16.8,27,0.35,1.1,2.75,0.2855,TOR
MarcGasol,Kyle Lowry,23,11.65,32,0.7,1.15,6.3,0.3945,TOR
MarcGasol,Pascal Siakam,8,13,24,0.8,0.9,3.5,0.4055,TOR
MarcGasol,OG Anunoby,1,8.05,21,0.6,0.8,2.3,0.387,TOR
PatrickMcCaw,Kyle Lowry,5,8.45,32,0.3,1.1,4.85,0.34,TOR
NormanPowell,Jeremy Lin,7,7.8,30,0.25,0.55,1.85,0.3,TOR
MalcolmMiller,Eric Moreland,1,2.65,27,0.2,0.2,0.55,0.738,TOR
MalcolmMiller,Patrick McCaw,4,3.1,23,0.1,0.45,0.55,0.4045,TOR
JeremyLin,Eric Moreland,2,5.5,27,0.2,0.4,1.95,0.647,TOR
JeremyLin,Eric Moreland,2,4.4,27,0.3,0.35,1.6,0.6,TOR
PatrickMcCaw,Eric Moreland,1,2,27,0.15,0.5,0.9,0.6605,TOR
PatrickMcCaw,Eric Moreland,1,2.25,27,0.2,0.55,1,0.6665,TOR
JeremyLin,Norman Powell,4,7.8,25,0.25,0.55,1.85,0.3,TOR
JeremyLin,Pascal Siakam,2,11.95,24,0.5,0.65,2.65,0.2845,TOR
SergeIbaka,OG Anunoby,4,11,21,0.85,0.55,1,0.311,TOR
FredVanVleet,Serge Ibaka,18,13,29,0.85,0.65,3.05,0.334,TOR
JodieMeeks,Fred VanVleet,1,8.7,24,0.2,0.5,2.9,0.411,TOR
SergeIbaka,Jodie Meeks,1,10.7,31,0.75,0.25,1.15,0.367,TOR
KyleLowry,Danny Green,14,12.25,31,0.6,1.15,5.15,0.401,TOR
JodieMeeks,Pascal Siakam,2,11.65,24,0.4,0.5,2.05,0.4065,TOR
KyleLowry,OG Anunoby,6,10.6,21,0.4,1.05,4.7,0.3395,TOR
