Player,Assister,Make,AvgPoints,Age,AvgBLK,AvgSTL,AvgAST,Avg3points,Team
JakeLayman,CJ McCollum,13,14.3,27,0.4,0.6,1.85,0.3505,POR
MeyersLeonard,Jake Layman,6,6.75,24,0.25,0.3,0.95,0.388,POR
CJMcCollum,Jake Layman,10,14.3,24,0.4,0.6,1.85,0.3505,POR
CJMcCollum,Meyers Leonard,12,13.45,26,0.25,0.5,2.1,0.4125,POR
JakeLayman,Evan Turner,35,7.2,30,0.3,0.45,2.3,0.269,POR
CJMcCollum,Maurice Harkless,18,14.35,25,0.65,0.95,2.1,0.325,POR
SethCurry,Meyers Leonard,13,6.9,26,0.15,0.35,1.05,0.45,POR
CJMcCollum,Evan Turner,24,13.9,30,0.3,0.65,3.45,0.2935,POR
CJMcCollum,Damian Lillard,90,23.4,28,0.4,0.95,4.95,0.372,POR
DamianLillard,Jusuf Nurkić,59,20.7,24,0.9,1.05,5.05,0.236,POR
JakeLayman,Meyers Leonard,8,6.75,26,0.25,0.3,0.95,0.388,POR
JakeLayman,Damian Lillard,42,16.7,28,0.4,0.75,3.8,0.3475,POR
MeyersLeonard,Damian Lillard,22,15.85,28,0.25,0.65,4.05,0.4095,POR
JusufNurkić,CJ McCollum,44,18.3,27,0.9,0.9,3.1,0.239,POR
RodneyHood,Damian Lillard,18,17.7,28,0.35,0.95,4.1,0.357,POR
SethCurry,Damian Lillard,22,16.85,28,0.3,0.8,3.9,0.4095,POR
RodneyHood,Jake Layman,2,8.6,24,0.35,0.6,1,0.3355,POR
JakeLayman,Seth Curry,9,7.75,28,0.3,0.45,0.8,0.388,POR
SethCurry,Rodney Hood,8,8.75,26,0.25,0.65,1.1,0.3975,POR
SethCurry,Enes Kanter,7,10.5,26,0.3,0.55,1.15,0.35,POR
SethCurry,Zach Collins,16,7.25,21,0.55,0.4,0.9,0.3905,POR
EnesKanter,Damian Lillard,29,19.45,28,0.4,0.85,4.15,0.3095,POR
RodneyHood,Zach Collins,5,8.1,21,0.6,0.55,1.1,0.338,POR
Al-FarouqAminu,CJ McCollum,40,15.2,27,0.4,0.8,2.15,0.359,POR
MauriceHarkless,Damian Lillard,45,16.75,28,0.65,1.1,4.05,0.322,POR
SethCurry,CJ McCollum,5,14.45,27,0.3,0.65,1.95,0.4125,POR
EnesKanter,CJ McCollum,5,17.05,27,0.4,0.7,2.2,0.3125,POR
Al-FarouqAminu,Damian Lillard,73,17.6,28,0.4,0.95,4.1,0.356,POR
MauriceHarkless,Jusuf Nurkić,36,11.65,24,1.15,1.05,2.2,0.189,POR
RodneyHood,Jusuf Nurkić,5,12.6,24,0.85,0.9,2.25,0.224,POR
DamianLillard,Al-Farouq Aminu,22,17.6,28,0.4,0.95,4.1,0.356,POR
EvanTurner,Jake Layman,3,7.2,24,0.3,0.45,2.3,0.269,POR
MeyersLeonard,Evan Turner,35,6.35,30,0.15,0.35,2.55,0.331,POR
MeyersLeonard,Seth Curry,10,6.9,28,0.15,0.35,1.05,0.45,POR
JusufNurkić,Seth Curry,3,11.75,28,0.8,0.75,2.05,0.2765,POR
JusufNurkić,Al-Farouq Aminu,25,12.5,28,0.9,0.9,2.25,0.223,POR
JakeLayman,Rodney Hood,5,8.6,26,0.35,0.6,1,0.3355,POR
MauriceHarkless,Al-Farouq Aminu,16,8.55,28,0.65,0.95,1.25,0.309,POR
DamianLillard,Evan Turner,42,16.3,30,0.3,0.8,5.4,0.2905,POR
EvanTurner,Seth Curry,8,7.35,28,0.2,0.5,2.4,0.331,POR
RodneyHood,Evan Turner,8,8.2,30,0.25,0.65,2.6,0.2785,POR
EvanTurner,Nik Stauskas,8,6.45,25,0.15,0.4,2.65,0.278,POR
Al-FarouqAminu,Jusuf Nurkić,24,12.5,24,0.9,0.9,2.25,0.223,POR
NikStauskas,Meyers Leonard,13,6,26,0.1,0.25,1.3,0.397,POR
DamianLillard,CJ McCollum,42,23.4,27,0.4,0.95,4.95,0.372,POR
NikStauskas,Jake Layman,2,6.85,24,0.25,0.35,1.05,0.335,POR
ZachCollins,Anfernee Simons,3,5.2,19,0.45,0.2,0.8,0.338,POR
JakeLayman,Anfernee Simons,3,5.7,19,0.2,0.25,0.7,0.3355,POR
NikStauskas,Gary Trent Jr.,1,4.4,20,0.1,0.2,0.85,0.291,POR
ZachCollins,Nik Stauskas,20,6.35,25,0.5,0.3,1.15,0.3375,POR
ZachCollins,Jake Layman,4,7.1,24,0.65,0.35,0.8,0.3285,POR
EvanTurner,Zach Collins,10,6.7,21,0.55,0.4,2.4,0.2715,POR
SethCurry,Evan Turner,38,7.35,30,0.2,0.5,2.4,0.331,POR
Al-FarouqAminu,Jake Layman,5,8.5,24,0.4,0.6,1,0.3345,POR
CJMcCollum,Al-Farouq Aminu,23,15.2,28,0.4,0.8,2.15,0.359,POR
ZachCollins,Seth Curry,13,7.25,28,0.55,0.4,0.9,0.3905,POR
ZachCollins,Evan Turner,44,6.7,30,0.55,0.4,2.4,0.2715,POR
ZachCollins,Damian Lillard,21,16.2,28,0.65,0.7,3.9,0.35,POR
DamianLillard,Jake Layman,4,16.7,24,0.4,0.75,3.8,0.3475,POR
ZachCollins,CJ McCollum,6,13.8,27,0.65,0.55,1.95,0.353,POR
SethCurry,Nik Stauskas,9,7,25,0.15,0.4,1.15,0.397,POR
MeyersLeonard,CJ McCollum,14,13.45,27,0.25,0.5,2.1,0.4125,POR
MeyersLeonard,Zach Collins,7,6.25,21,0.5,0.25,1.05,0.3905,POR
Al-FarouqAminu,Evan Turner,10,8.1,30,0.3,0.65,2.6,0.2775,POR
NikStauskas,Evan Turner,23,6.45,30,0.15,0.4,2.65,0.278,POR
JakeLayman,Zach Collins,8,7.1,21,0.65,0.35,0.8,0.3285,POR
MauriceHarkless,Meyers Leonard,2,6.8,26,0.5,0.65,1.2,0.3625,POR
EvanTurner,Damian Lillard,17,16.3,28,0.3,0.8,5.4,0.2905,POR
MeyersLeonard,Al-Farouq Aminu,3,7.65,28,0.25,0.5,1.25,0.3965,POR
JakeLayman,Wade Baldwin,2,4.75,22,0.25,0.25,0.75,0.274,POR
ZachCollins,Wade Baldwin,4,4.25,22,0.5,0.2,0.85,0.2765,POR
SethCurry,Jusuf Nurkić,7,11.75,24,0.8,0.75,2.05,0.2765,POR
MauriceHarkless,CJ McCollum,23,14.35,27,0.65,0.95,2.1,0.325,POR
SethCurry,Al-Farouq Aminu,3,8.65,28,0.3,0.65,1.1,0.3965,POR
CalebSwanigan,Jake Layman,1,4.75,24,0.2,0.3,0.55,0.263,POR
MeyersLeonard,Maurice Harkless,1,6.8,25,0.5,0.65,1.2,0.3625,POR
JusufNurkić,Zach Collins,3,11.1,21,1.15,0.65,2.05,0.217,POR
EvanTurner,CJ McCollum,5,13.9,27,0.3,0.65,3.45,0.2935,POR
Al-FarouqAminu,Zach Collins,3,8,21,0.65,0.55,1.1,0.337,POR
Al-FarouqAminu,Seth Curry,5,8.65,28,0.3,0.65,1.1,0.3965,POR
EvanTurner,Al-Farouq Aminu,2,8.1,28,0.3,0.65,2.6,0.2775,POR
MauriceHarkless,Jake Layman,2,7.65,24,0.65,0.75,0.95,0.3005,POR
ZachCollins,Al-Farouq Aminu,1,8,28,0.65,0.55,1.1,0.337,POR
AnferneeSimons,Gary Trent Jr.,1,3.25,20,0.05,0.1,0.5,0.2915,POR
JakeLayman,Al-Farouq Aminu,6,8.5,28,0.4,0.6,1,0.3345,POR
JusufNurkić,Evan Turner,9,11.2,30,0.8,0.75,3.55,0.1575,POR
CJMcCollum,Zach Collins,8,13.8,21,0.65,0.55,1.95,0.353,POR
JakeLayman,Gary Trent Jr.,1,5.15,20,0.25,0.25,0.5,0.282,POR
MeyersLeonard,Skal Labissière,1,4.65,22,0.2,0.25,0.9,0.725,POR
MeyersLeonard,Anfernee Simons,4,4.85,19,0.05,0.15,0.95,0.3975,POR
SkalLabissière,Anfernee Simons,1,3.6,19,0.15,0.2,0.65,0.6725,POR
AnferneeSimons,Jake Layman,1,5.7,24,0.2,0.25,0.7,0.3355,POR
SethCurry,Maurice Harkless,4,7.8,25,0.55,0.8,1.05,0.3625,POR
NikStauskas,Damian Lillard,3,15.95,28,0.25,0.7,4.15,0.3565,POR
MauriceHarkless,Enes Kanter,3,10.4,26,0.65,0.85,1.3,0.2625,POR
ZachCollins,Rodney Hood,5,8.1,26,0.6,0.55,1.1,0.338,POR
RodneyHood,CJ McCollum,4,15.3,27,0.35,0.8,2.15,0.36,POR
AnferneeSimons,Meyers Leonard,1,4.85,26,0.05,0.15,0.95,0.3975,POR
DamianLillard,Rodney Hood,2,17.7,26,0.35,0.95,4.1,0.357,POR
SkalLabissière,Gary Trent Jr.,1,3.05,20,0.2,0.2,0.45,0.619,POR
DamianLillard,Zach Collins,4,16.2,21,0.65,0.7,3.9,0.35,POR
NikStauskas,Seth Curry,4,7,28,0.15,0.4,1.15,0.397,POR
JusufNurkić,Jake Layman,4,11.6,24,0.9,0.7,1.95,0.2145,POR
EvanTurner,Jusuf Nurkić,5,11.2,24,0.8,0.75,3.55,0.1575,POR
CalebSwanigan,Evan Turner,3,4.35,30,0.1,0.35,2.15,0.206,POR
NikStauskas,Zach Collins,4,6.35,21,0.5,0.3,1.15,0.3375,POR
JusufNurkić,Maurice Harkless,18,11.65,25,1.15,1.05,2.2,0.189,POR
NikStauskas,Maurice Harkless,2,6.9,25,0.5,0.7,1.3,0.3095,POR
NikStauskas,Caleb Swanigan,3,3.95,21,0.05,0.3,0.85,0.2575,POR
NikStauskas,Caleb Swanigan,3,4,21,0.05,0.25,0.9,0.272,POR
NikStauskas,CJ McCollum,5,13.55,27,0.25,0.55,2.2,0.3595,POR
CalebSwanigan,Nik Stauskas,2,3.95,25,0.05,0.3,0.85,0.2575,POR
CalebSwanigan,Nik Stauskas,2,4,25,0.05,0.25,0.9,0.272,POR
Al-FarouqAminu,Maurice Harkless,12,8.55,25,0.65,0.95,1.25,0.309,POR
JakeLayman,Enes Kanter,8,10.35,26,0.4,0.5,1.05,0.288,POR
EvanTurner,Rodney Hood,3,8.2,26,0.25,0.65,2.6,0.2785,POR
EnesKanter,Evan Turner,6,9.95,30,0.3,0.55,2.65,0.231,POR
EnesKanter,Seth Curry,5,10.5,28,0.3,0.55,1.15,0.35,POR
EnesKanter,Rodney Hood,6,12.45,26,0.3,0.65,1.75,0.325,POR
EnesKanter,Rodney Hood,6,11.35,26,0.35,0.7,1.35,0.2975,POR
DamianLillard,Maurice Harkless,7,16.75,25,0.65,1.1,4.05,0.322,POR
EnesKanter,Zach Collins,1,9.85,21,0.65,0.45,1.15,0.2905,POR
AnferneeSimons,Damian Lillard,1,14.8,28,0.2,0.6,3.8,0.357,POR
RodneyHood,Seth Curry,2,8.75,28,0.25,0.65,1.1,0.3975,POR
MauriceHarkless,Rodney Hood,2,8.65,26,0.6,0.95,1.25,0.31,POR
MauriceHarkless,Seth Curry,2,7.8,28,0.55,0.8,1.05,0.3625,POR
EnesKanter,Maurice Harkless,8,10.4,25,0.65,0.85,1.3,0.2625,POR
ZachCollins,Gary Trent Jr.,1,4.65,20,0.5,0.2,0.6,0.2845,POR
AnferneeSimons,Evan Turner,2,5.3,30,0.1,0.3,2.3,0.2785,POR
Al-FarouqAminu,Enes Kanter,2,11.25,26,0.4,0.7,1.35,0.2965,POR
ZachCollins,Enes Kanter,4,9.85,26,0.65,0.45,1.15,0.2905,POR
MeyersLeonard,Nik Stauskas,10,6,25,0.1,0.25,1.3,0.397,POR
DamianLillard,Meyers Leonard,7,15.85,26,0.25,0.65,4.05,0.4095,POR
EvanTurner,Meyers Leonard,9,6.35,26,0.15,0.35,2.55,0.331,POR
CJMcCollum,Nik Stauskas,5,13.55,25,0.25,0.55,2.2,0.3595,POR
MeyersLeonard,Wade Baldwin,1,3.9,22,0.1,0.15,1,0.336,POR
JakeLayman,Nik Stauskas,3,6.85,25,0.25,0.35,1.05,0.335,POR
DamianLillard,Nik Stauskas,1,15.95,25,0.25,0.7,4.15,0.3565,POR
NikStauskas,Wade Baldwin,2,4,22,0.1,0.2,1.1,0.283,POR
ZachCollins,Meyers Leonard,5,6.25,26,0.5,0.25,1.05,0.3905,POR
JusufNurkić,Nik Stauskas,1,10.85,25,0.75,0.65,2.3,0.2235,POR
DamianLillard,Seth Curry,3,16.85,28,0.3,0.8,3.9,0.4095,POR
CJMcCollum,Seth Curry,2,14.45,28,0.3,0.65,1.95,0.4125,POR
Al-FarouqAminu,Meyers Leonard,2,7.65,26,0.25,0.5,1.25,0.3965,POR
CalebSwanigan,Zach Collins,1,4.25,21,0.45,0.25,0.65,0.2655,POR
WadeBaldwin,Caleb Swanigan,1,1.9,21,0.05,0.15,0.6,0.211,POR
SethCurry,Caleb Swanigan,1,4.9,21,0.1,0.35,0.65,0.325,POR
Al-FarouqAminu,Nik Stauskas,1,7.75,25,0.25,0.55,1.35,0.3435,POR
MauriceHarkless,Nik Stauskas,1,6.9,25,0.5,0.7,1.3,0.3095,POR
ZachCollins,Maurice Harkless,2,7.15,25,0.9,0.7,1.05,0.303,POR
MauriceHarkless,Evan Turner,4,7.25,30,0.55,0.8,2.55,0.2435,POR
SethCurry,Jake Layman,5,7.75,24,0.3,0.45,0.8,0.388,POR
EnesKanter,Jake Layman,4,10.35,24,0.4,0.5,1.05,0.288,POR
JusufNurkić,Rodney Hood,1,12.6,26,0.85,0.9,2.25,0.224,POR
JakeLayman,Maurice Harkless,2,7.65,25,0.65,0.75,0.95,0.3005,POR
RodneyHood,Enes Kanter,3,12.45,26,0.3,0.65,1.75,0.325,POR
RodneyHood,Enes Kanter,3,11.35,26,0.35,0.7,1.35,0.2975,POR
CJMcCollum,Enes Kanter,3,17.05,26,0.4,0.7,2.2,0.3125,POR
EnesKanter,Al-Farouq Aminu,1,11.25,28,0.4,0.7,1.35,0.2965,POR
SethCurry,Skal Labissière,1,5.65,22,0.25,0.4,0.75,0.725,POR
RodneyHood,Al-Farouq Aminu,2,9.5,28,0.35,0.8,1.3,0.344,POR
Al-FarouqAminu,Rodney Hood,2,9.5,26,0.35,0.8,1.3,0.344,POR
DamianLillard,Enes Kanter,2,19.45,26,0.4,0.85,4.15,0.3095,POR
AnferneeSimons,Skal Labissière,2,3.6,22,0.15,0.2,0.65,0.6725,POR
RodneyHood,Meyers Leonard,1,7.75,26,0.2,0.5,1.25,0.3975,POR
JakeLayman,Caleb Swanigan,1,4.75,21,0.2,0.3,0.55,0.263,POR
AnferneeSimons,Wade Baldwin,1,2.85,22,0.05,0.1,0.75,0.2835,POR
AnferneeSimons,CJ McCollum,1,12.4,27,0.2,0.45,1.85,0.36,POR
ZachCollins,Caleb Swanigan,1,4.25,21,0.45,0.25,0.65,0.2655,POR
JusufNurkić,Meyers Leonard,1,10.75,26,0.75,0.6,2.2,0.2765,POR
WillieCauley-Stein,De'Aaron Fox,152,14.6,21,0.6,1.4,4.85,0.4355,SAC
WillieCauley-Stein,Buddy Hield,42,16.3,26,0.5,0.95,2.45,0.4635,SAC
WillieCauley-Stein,Nemanja Bjelica,38,10.75,30,0.65,0.95,2.15,0.4505,SAC
ImanShumpert,Willie Cauley-Stein,20,10.4,25,0.55,1.15,2.3,0.433,SAC
YogiFerrell,Justin Jackson,4,6.3,23,0.2,0.45,1.6,0.354,SAC
ImanShumpert,Kosta Koufos,2,6.3,29,0.45,0.75,1.55,,SAC
ImanShumpert,Buddy Hield,12,14.8,26,0.45,0.9,2.35,0.3965,SAC
BuddyHield,Iman Shumpert,30,14.8,28,0.45,0.9,2.35,0.3965,SAC
BuddyHield,Willie Cauley-Stein,64,16.3,25,0.5,0.95,2.45,0.4635,SAC
BuddyHield,Frank Mason III,8,12.9,24,0.25,0.55,2.35,0.323,SAC
ImanShumpert,De'Aaron Fox,39,13.1,21,0.55,1.35,4.75,0.3685,SAC
BuddyHield,Nemanja Bjelica,34,15.15,30,0.55,0.7,2.2,0.414,SAC
TroyWilliams,Willie Cauley-Stein,3,8.6,25,0.5,0.85,1.45,0.409,SAC
WillieCauley-Stein,Iman Shumpert,24,10.4,28,0.55,1.15,2.3,0.433,SAC
De'AaronFox,Troy Williams,1,11.3,24,0.5,1.05,3.9,0.3445,SAC
BogdanBogdanović,Troy Williams,1,9.7,24,0.3,0.75,2.15,0.339,SAC
BuddyHield,Kosta Koufos,6,12.2,29,0.4,0.55,1.7,,SAC
WillieCauley-Stein,Bogdan Bogdanović,37,13,26,0.4,1.1,3.1,0.43,SAC
YogiFerrell,De'Aaron Fox,2,11.6,21,0.35,1.05,4.6,0.3665,SAC
NemanjaBjelica,De'Aaron Fox,83,13.45,21,0.65,1.15,4.6,0.386,SAC
WillieCauley-Stein,Frank Mason III,7,8.5,24,0.35,0.8,2.3,0.3595,SAC
TroyWilliams,Kosta Koufos,4,4.5,29,0.4,0.45,0.7,,SAC
NemanjaBjelica,Troy Williams,1,7.45,24,0.55,0.6,1.2,0.3595,SAC
TroyWilliams,De'Aaron Fox,6,11.3,21,0.5,1.05,3.9,0.3445,SAC
De'AaronFox,Bogdan Bogdanović,18,15.7,26,0.4,1.3,5.55,0.3655,SAC
BuddyHield,De'Aaron Fox,138,19,21,0.5,1.15,4.9,0.399,SAC
WillieCauley-Stein,Yogi Ferrell,3,8.9,25,0.35,0.85,2.15,0.431,SAC
NemanjaBjelica,Willie Cauley-Stein,30,10.75,25,0.65,0.95,2.15,0.4505,SAC
YogiFerrell,Nemanja Bjelica,4,7.75,30,0.4,0.6,1.9,0.3815,SAC
NemanjaBjelica,Justin Jackson,4,8.15,23,0.5,0.55,1.6,0.3735,SAC
JustinJackson,Frank Mason III,10,5.9,24,0.2,0.4,1.75,0.2825,SAC
De'AaronFox,Buddy Hield,24,19,26,0.5,1.15,4.9,0.399,SAC
JustinJackson,De'Aaron Fox,16,12,21,0.45,1,4.3,0.3585,SAC
BuddyHield,Marvin Bagley III,11,17.8,19,0.7,0.6,1.75,0.37,SAC
De'AaronFox,Nemanja Bjelica,14,13.45,30,0.65,1.15,4.6,0.386,SAC
BogdanBogdanović,De'Aaron Fox,48,15.7,21,0.4,1.3,5.55,0.3655,SAC
De'AaronFox,Iman Shumpert,14,13.1,28,0.55,1.35,4.75,0.3685,SAC
NemanjaBjelica,Buddy Hield,39,15.15,26,0.55,0.7,2.2,0.414,SAC
BuddyHield,Justin Jackson,14,13.7,23,0.35,0.55,1.9,0.3865,SAC
HarryGiles,Frank Mason III,11,6.05,24,0.25,0.45,1.85,0.1095,SAC
BuddyHield,Yogi Ferrell,19,13.3,25,0.25,0.6,2.2,0.3945,SAC
De'AaronFox,Willie Cauley-Stein,27,14.6,25,0.6,1.4,4.85,0.4355,SAC
ImanShumpert,Nemanja Bjelica,12,9.25,30,0.6,0.9,2.05,0.3835,SAC
BuddyHield,Harry Giles,10,13.85,20,0.4,0.6,2,0.2135,SAC
JustinJackson,Nemanja Bjelica,4,8.15,30,0.5,0.55,1.6,0.3735,SAC
YogiFerrell,Willie Cauley-Stein,3,8.9,25,0.35,0.85,2.15,0.431,SAC
HarryGiles,Bogdan Bogdanović,33,10.55,26,0.3,0.75,2.65,0.18,SAC
BogdanBogdanović,Frank Mason III,6,9.6,24,0.15,0.7,3,0.2895,SAC
TroyWilliams,Frank Mason III,4,5.2,24,0.25,0.45,1.35,0.2685,SAC
ImanShumpert,Bogdan Bogdanović,3,11.5,26,0.35,1.05,3,0.363,SAC
BogdanBogdanović,Marvin Bagley III,5,14.5,19,0.6,0.75,2.4,0.3365,SAC
NemanjaBjelica,Iman Shumpert,9,9.25,28,0.6,0.9,2.05,0.3835,SAC
De'AaronFox,Justin Jackson,5,12,23,0.45,1,4.3,0.3585,SAC
HarryGiles,De'Aaron Fox,19,12.15,21,0.5,1.05,4.4,0.1855,SAC
BogdanBogdanović,Justin Jackson,9,10.4,23,0.25,0.7,2.55,0.353,SAC
BogdanBogdanović,Harry Giles,19,10.55,20,0.3,0.75,2.65,0.18,SAC
BogdanBogdanović,Willie Cauley-Stein,17,13,25,0.4,1.1,3.1,0.43,SAC
TroyWilliams,Buddy Hield,2,13,26,0.4,0.6,1.5,0.3725,SAC
SkalLabissière,Frank Mason III,5,3.95,24,0.15,0.3,1.35,0.2915,SAC
BuddyHield,Bogdan Bogdanović,50,17.4,26,0.3,0.85,3.15,0.3935,SAC
BogdanBogdanović,Buddy Hield,24,17.4,26,0.3,0.85,3.15,0.3935,SAC
De'AaronFox,Kosta Koufos,2,10.5,29,0.5,1,4.1,,SAC
BogdanBogdanović,Yogi Ferrell,27,10,25,0.15,0.75,2.85,0.361,SAC
NemanjaBjelica,Yogi Ferrell,8,7.75,25,0.4,0.6,1.9,0.3815,SAC
BenMcLemore,Skal Labissière,2,3.35,22,0.2,0.25,0.35,0.3895,SAC
JustinJackson,Yogi Ferrell,10,6.3,25,0.2,0.45,1.6,0.354,SAC
JustinJackson,Troy Williams,3,6,24,0.35,0.45,0.9,0.332,SAC
SkalLabissière,Yogi Ferrell,4,4.35,25,0.15,0.35,1.2,0.363,SAC
YogiFerrell,Kosta Koufos,5,4.8,29,0.25,0.45,1.4,,SAC
TroyWilliams,Harry Giles,4,6.15,20,0.4,0.5,1,0.159,SAC
JustinJackson,Marvin Bagley III,10,10.8,19,0.65,0.45,1.15,0.3295,SAC
JustinJackson,Bogdan Bogdanović,21,10.4,26,0.25,0.7,2.55,0.353,SAC
YogiFerrell,Harry Giles,6,6.45,20,0.25,0.5,1.7,0.181,SAC
BogdanBogdanović,Kosta Koufos,9,8.9,29,0.3,0.7,2.35,,SAC
BogdanBogdanović,Nemanja Bjelica,14,11.85,30,0.45,0.85,2.85,0.3805,SAC
De'AaronFox,Harry Giles,4,12.15,20,0.5,1.05,4.4,0.1855,SAC
ImanShumpert,Harry Giles,4,7.95,20,0.45,0.8,1.85,0.183,SAC
YogiFerrell,Marvin Bagley III,5,10.4,19,0.55,0.5,1.45,0.3375,SAC
YogiFerrell,Bogdan Bogdanović,17,10,26,0.15,0.75,2.85,0.361,SAC
NemanjaBjelica,Bogdan Bogdanović,15,11.85,26,0.45,0.85,2.85,0.3805,SAC
BenMcLemore,De'Aaron Fox,1,10.6,21,0.4,0.95,3.75,0.393,SAC
BogdanBogdanović,Ben McLemore,1,9,25,0.2,0.65,2,0.3875,SAC
BogdanBogdanović,Iman Shumpert,4,11.5,28,0.35,1.05,3,0.363,SAC
YogiFerrell,Iman Shumpert,1,7.4,28,0.3,0.8,2.05,0.364,SAC
BenMcLemore,Yogi Ferrell,3,4.9,25,0.15,0.4,1.05,0.3885,SAC
HarryGiles,Yogi Ferrell,19,6.45,25,0.25,0.5,1.7,0.181,SAC
BenMcLemore,Harry Giles,2,5.45,20,0.3,0.4,0.85,0.2075,SAC
BenMcLemore,Frank Mason III,4,4.5,24,0.15,0.35,1.2,0.317,SAC
BenMcLemore,Buddy Hield,1,12.3,26,0.3,0.5,1.35,0.421,SAC
BenMcLemore,Bogdan Bogdanović,4,9,26,0.2,0.65,2,0.3875,SAC
BenMcLemore,Justin Jackson,3,5.3,23,0.25,0.35,0.75,0.3805,SAC
BenMcLemore,Willie Cauley-Stein,2,7.9,25,0.4,0.75,1.3,0.4575,SAC
JustinJackson,Willie Cauley-Stein,8,9.3,25,0.45,0.8,1.85,0.423,SAC
JustinJackson,Kosta Koufos,4,5.2,29,0.35,0.4,1.1,,SAC
ImanShumpert,Troy Williams,1,7.1,24,0.45,0.8,1.35,0.342,SAC
JustinJackson,Skal Labissière,1,5.1,22,0.25,0.3,0.85,0.4085,SAC
JustinJackson,Skal Labissière,1,4.75,22,0.25,0.3,0.9,0.355,SAC
JustinJackson,Buddy Hield,11,13.7,26,0.35,0.55,1.9,0.3865,SAC
TroyWilliams,Iman Shumpert,1,7.1,28,0.45,0.8,1.35,0.342,SAC
NemanjaBjelica,Frank Mason III,1,7.35,24,0.4,0.55,2.05,0.31,SAC
WillieCauley-Stein,Justin Jackson,10,9.3,23,0.45,0.8,1.85,0.423,SAC
BenMcLemore,Nemanja Bjelica,1,6.75,30,0.45,0.5,1.05,0.408,SAC
De'AaronFox,Yogi Ferrell,2,11.6,25,0.35,1.05,4.6,0.3665,SAC
HarryGiles,Justin Jackson,1,6.85,23,0.35,0.45,1.4,0.173,SAC
HarryGiles,Buddy Hield,7,13.85,26,0.4,0.6,2,0.2135,SAC
TroyWilliams,Bogdan Bogdanović,2,9.7,26,0.3,0.75,2.15,0.339,SAC
ImanShumpert,Frank Mason III,3,7,24,0.3,0.75,2.2,0.2925,SAC
YogiFerrell,Corey Brewer,6,5,32,0.15,0.65,1.55,0.3475,SAC
HarrisonBarnes,De'Aaron Fox,34,15.8,21,0.35,1.1,4.6,0.3895,SAC
WillieCauley-Stein,Harrison Barnes,6,13.1,26,0.35,0.9,2.15,0.454,SAC
BuddyHield,Harrison Barnes,19,17.5,26,0.25,0.65,2.2,0.4175,SAC
HarrisonBarnes,Bogdan Bogdanović,8,14.2,26,0.15,0.8,2.85,0.384,SAC
HarrisonBarnes,Willie Cauley-Stein,13,13.1,25,0.35,0.9,2.15,0.454,SAC
WillieCauley-Stein,Marvin Bagley III,5,13.4,19,0.8,0.85,1.7,0.4065,SAC
BogdanBogdanović,Harrison Barnes,4,14.2,26,0.15,0.8,2.85,0.384,SAC
CoreyBrewer,Bogdan Bogdanović,7,9.1,26,0.2,0.9,2.5,0.3465,SAC
CoreyBrewer,Marvin Bagley III,3,9.5,19,0.6,0.65,1.1,0.323,SAC
HarrisonBarnes,Nemanja Bjelica,11,11.95,30,0.4,0.65,1.9,0.4045,SAC
HarrisonBarnes,Buddy Hield,14,17.5,26,0.25,0.65,2.2,0.4175,SAC
NemanjaBjelica,Harrison Barnes,8,11.95,26,0.4,0.65,1.9,0.4045,SAC
CoreyBrewer,Willie Cauley-Stein,1,8,25,0.4,1,1.8,0.4165,SAC
AlecBurks,Nemanja Bjelica,1,5.65,30,0.4,0.65,1.35,0.2005,SAC
BuddyHield,Alec Burks,2,11.2,27,0.25,0.65,1.65,0.2135,SAC
HarryGiles,Harrison Barnes,5,10.65,26,0.25,0.55,1.7,0.204,SAC
BogdanBogdanović,Corey Brewer,3,9.1,32,0.2,0.9,2.5,0.3465,SAC
CoreyBrewer,Harry Giles,5,5.55,20,0.3,0.65,1.35,0.1665,SAC
CoreyBrewer,Yogi Ferrell,2,5,25,0.15,0.65,1.55,0.3475,SAC
HarryGiles,Marvin Bagley III,8,10.95,19,0.7,0.5,1.25,0.1565,SAC
NemanjaBjelica,Marvin Bagley III,3,12.25,19,0.85,0.6,1.45,0.357,SAC
CalebSwanigan,Bogdan Bogdanović,1,8.4,26,0.25,0.85,2.55,0.18,SAC
TroyWilliams,Yogi Ferrell,2,5.6,25,0.25,0.5,1.2,0.34,SAC
BogdanBogdanović,Caleb Swanigan,1,8.4,21,0.25,0.85,2.55,0.18,SAC
HarrisonBarnes,Yogi Ferrell,6,10.1,25,0.1,0.55,1.9,0.385,SAC
YogiFerrell,Frank Mason III,3,5.5,24,0.1,0.45,2.05,0.2905,SAC
De'AaronFox,Harrison Barnes,4,15.8,26,0.35,1.1,4.6,0.3895,SAC
CalebSwanigan,Troy Williams,1,4,24,0.35,0.6,0.9,0.159,SAC
YogiFerrell,Caleb Swanigan,1,4.3,21,0.2,0.6,1.6,0.181,SAC
CoreyBrewer,De'Aaron Fox,4,10.7,21,0.4,1.2,4.25,0.352,SAC
CoreyBrewer,Alec Burks,1,6.85,27,0.25,0.8,1.65,0.3405,SAC
CoreyBrewer,Alec Burks,1,2.9,27,0.15,0.7,1,0.1665,SAC
HarrisonBarnes,Kosta Koufos,1,9,29,0.25,0.5,1.4,,SAC
HarrisonBarnes,Corey Brewer,2,10.65,32,0.2,0.8,1.4,0.3565,SAC
